Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
30,2,852,3,10,3,3,3,1,72,2,2,8,3,2,6578,2706,1,2,18,3,1,1,10,3,3,10,3,1,4,No
40,3,902,2,26,2,4,3,2,92,2,2,7,4,2,4422,21203,3,1,13,3,4,1,16,3,1,1,1,0,0,No
35,2,819,2,2,3,2,3,1,44,2,3,5,2,3,10274,19588,2,2,18,3,2,1,15,2,4,7,7,6,4,No
34,3,669,2,1,3,4,4,1,97,2,2,1,1,1,5343,25755,0,2,20,4,3,0,14,3,3,13,9,4,9,No
35,3,636,2,4,4,5,4,1,47,2,1,3,4,2,2376,26537,1,2,13,3,2,1,2,2,4,2,2,2,2,No
43,2,1372,3,9,3,3,1,2,85,1,2,8,3,1,5346,9489,8,2,13,3,2,0,7,2,2,4,3,1,3,Yes
32,1,862,3,2,1,2,3,2,76,3,1,9,1,3,2827,14947,1,2,12,3,3,3,1,3,3,1,0,0,0,No
56,2,718,2,4,4,6,4,2,92,3,5,4,1,3,19943,18575,4,2,13,3,4,1,28,2,3,5,2,4,2,No
29,2,1401,2,6,1,4,2,2,54,3,1,3,4,2,3131,26342,1,2,13,3,1,1,10,5,3,10,8,0,8,No
19,2,645,2,9,2,2,3,1,54,3,1,7,1,1,2552,7172,1,2,25,4,3,0,1,4,3,1,1,0,0,No
45,2,1457,2,7,3,4,1,2,83,3,1,7,3,2,4477,20100,4,1,19,3,3,1,7,2,2,3,2,0,2,No
37,2,977,2,1,3,2,4,2,56,2,2,5,4,2,6474,9961,1,2,13,3,2,1,14,2,2,14,8,3,11,No
20,2,805,2,3,3,2,1,1,87,2,1,3,3,1,3033,12828,1,2,12,3,1,0,2,2,2,2,2,1,2,No
44,2,1097,2,10,4,2,3,1,96,3,1,7,3,1,2936,10826,1,1,11,3,3,0,6,4,3,6,4,0,2,Yes
53,2,1223,2,7,2,4,4,2,50,3,5,4,3,3,18606,18640,3,2,18,3,2,1,26,6,3,7,7,4,7,No
29,2,942,2,15,1,2,2,2,69,1,1,7,4,2,2168,26933,0,1,18,3,1,1,6,2,2,5,4,1,3,No
22,3,1256,2,3,4,2,3,1,48,2,1,7,4,2,2853,4223,0,1,11,3,2,1,1,5,3,0,0,0,0,Yes
46,2,1402,3,2,3,3,3,2,69,3,4,4,1,2,17048,24097,8,2,23,4,1,0,28,2,3,26,15,15,9,No
44,1,111,2,17,3,2,4,1,74,1,1,7,3,1,2290,4279,2,2,13,3,4,0,6,3,3,0,0,0,0,No
33,2,147,1,2,3,1,2,1,99,3,1,2,3,2,3600,8429,1,2,13,3,4,1,5,2,3,5,4,1,4,No
41,1,906,2,5,2,2,1,1,95,2,1,7,1,3,2107,20293,6,2,17,3,1,1,5,2,1,1,0,0,0,Yes
30,2,1329,3,29,4,2,3,1,61,3,2,8,1,3,4115,13192,8,2,19,3,3,3,8,3,3,4,3,0,3,No
40,3,1184,3,2,4,4,2,1,62,3,2,8,2,2,4327,25440,5,2,12,3,4,3,5,2,3,0,0,0,0,No
50,3,1421,2,2,3,4,4,2,30,3,4,4,1,2,17856,9490,2,2,22,4,3,1,32,3,3,2,2,2,2,No
28,2,1179,2,19,4,4,4,1,78,2,1,3,1,2,3196,12449,1,2,12,3,3,3,6,2,3,6,5,3,3,No
46,2,1450,2,15,2,2,4,1,52,3,5,6,2,2,19081,10849,5,2,11,3,1,1,25,2,3,4,2,0,3,No
35,2,1361,3,17,4,2,3,1,94,3,2,8,1,2,8966,21026,3,1,15,3,4,3,15,2,3,7,7,1,7,No
24,2,984,2,17,2,2,4,2,97,3,1,3,2,2,2210,3372,1,2,13,3,1,1,1,3,1,1,0,0,0,Yes
33,3,1146,3,25,3,4,2,2,82,3,2,8,3,2,4539,4905,1,2,12,3,1,1,10,3,2,10,7,0,1,No
36,2,917,2,6,4,2,3,1,60,1,1,3,3,3,2741,6865,1,2,14,3,3,1,7,4,3,7,7,1,7,No
30,2,853,2,7,4,2,3,1,49,3,2,3,3,3,3491,11309,1,2,13,3,1,3,10,4,2,10,7,8,9,No
44,2,200,2,29,4,5,4,1,32,3,2,7,4,1,4541,7744,1,2,25,4,2,0,20,3,3,20,11,13,17,No
20,2,654,3,21,3,3,3,1,43,4,1,9,4,1,2678,5050,1,2,17,3,4,0,2,2,3,2,1,2,2,No
46,2,150,2,2,4,6,4,1,60,3,2,5,4,3,7379,17433,2,2,11,3,3,1,12,3,2,6,3,1,4,No
42,1,179,1,2,5,4,4,1,79,4,2,2,1,2,6272,12858,7,2,16,3,1,1,10,3,4,4,3,0,3,No
60,2,696,3,7,4,3,2,1,52,4,2,8,4,3,5220,10893,0,1,18,3,2,1,12,3,3,11,7,1,9,No
32,3,116,2,13,3,5,3,2,77,2,1,3,2,2,2743,7331,1,2,20,4,3,1,2,2,3,2,2,2,2,No
32,3,1316,2,2,2,2,4,2,38,3,2,7,3,1,4998,2338,4,1,14,3,4,0,10,2,3,8,7,0,7,No
36,2,363,2,1,3,6,3,2,77,1,3,5,1,3,10252,4235,2,1,21,4,3,1,17,2,3,7,7,7,7,No
33,2,117,2,9,3,4,1,1,60,3,1,7,4,2,2781,6311,0,2,13,3,2,1,15,5,3,14,10,4,10,No
40,2,107,3,10,3,6,2,2,84,2,2,8,2,3,6852,11591,7,2,12,3,2,1,7,2,4,5,1,1,3,No
25,2,1356,3,10,4,2,3,1,57,3,2,8,4,1,4950,20623,0,2,14,3,2,0,5,4,3,4,3,1,1,No
30,2,1465,2,1,3,4,4,1,63,3,1,7,2,2,3579,9369,0,1,21,4,1,1,12,2,3,11,9,5,7,No
42,3,458,2,26,5,4,1,2,60,3,3,6,1,2,13191,23281,3,1,17,3,3,0,20,6,3,1,0,0,0,No
35,1,1212,3,8,2,3,3,2,78,2,3,8,4,2,10377,13755,4,1,11,3,2,1,16,6,2,13,2,4,12,No
27,2,1103,2,14,3,2,1,1,42,3,1,7,1,2,2235,14377,1,1,14,3,4,2,9,3,2,9,7,6,8,No
54,3,966,2,1,4,2,4,2,53,3,3,5,3,3,10502,9659,7,2,17,3,1,1,33,2,1,5,4,1,4,No
44,2,1117,2,2,1,2,1,2,72,4,1,7,4,2,2011,19982,1,2,13,3,4,1,10,5,3,10,5,7,7,No
19,1,504,2,10,3,4,1,2,96,2,1,7,2,1,1859,6148,1,1,25,4,2,0,1,2,4,1,1,0,0,Yes
29,2,1010,2,1,3,2,1,2,97,3,1,7,4,3,3760,5598,1,2,15,3,1,3,3,5,3,3,2,1,2,No
54,2,685,2,3,3,2,4,1,85,3,4,6,4,2,17779,23474,3,2,14,3,1,0,36,2,3,10,9,0,9,No
31,2,1332,2,11,2,4,3,1,80,3,2,1,1,2,6833,17089,1,1,12,3,4,0,6,2,2,6,5,0,1,No
31,2,1062,2,24,3,4,3,2,96,2,2,1,1,1,6812,17198,1,2,19,3,2,0,10,2,3,10,9,1,8,No
59,2,326,3,3,3,2,3,2,48,2,2,8,4,1,5171,16490,5,2,17,3,4,0,13,2,3,6,1,0,5,No
43,2,920,2,3,3,2,3,1,96,1,5,6,4,2,19740,18625,3,2,14,3,2,1,25,2,3,8,7,0,7,No
49,2,1098,2,4,2,4,1,1,85,2,5,4,3,2,18711,12124,2,2,13,3,3,1,23,2,4,1,0,0,0,No
36,3,469,2,3,3,6,3,1,46,3,1,7,2,2,3692,9256,1,2,12,3,3,0,12,2,2,11,10,0,7,No
48,2,969,2,2,2,6,4,1,76,4,1,3,2,1,2559,16620,5,2,11,3,3,0,7,4,2,1,0,0,0,No
27,2,1167,2,4,2,2,1,1,76,3,1,7,3,3,2517,3208,1,2,11,3,2,3,5,2,3,5,3,0,3,No
29,2,1329,2,7,3,2,3,1,82,3,2,1,4,3,6623,4204,1,1,11,3,2,2,6,2,3,6,0,1,0,No
48,2,715,2,1,3,2,4,1,76,2,5,6,4,1,18265,8733,6,2,12,3,3,0,25,3,4,1,0,0,0,No
29,2,694,2,1,3,2,4,2,87,2,4,6,4,3,16124,3423,3,2,14,3,2,2,9,2,2,7,7,1,7,No
34,2,1320,2,20,3,6,3,2,89,4,1,7,3,2,2585,21643,0,2,17,3,4,0,2,5,2,1,0,0,0,No
44,2,1099,3,5,3,3,2,1,88,3,5,4,2,2,18213,8751,7,2,11,3,3,1,26,5,3,22,9,3,10,No
33,2,536,3,10,5,3,4,1,82,4,3,8,3,3,8380,21708,0,1,14,3,4,2,10,3,3,9,8,0,8,No
19,2,265,2,25,3,2,2,2,57,4,1,7,4,1,2994,21221,1,1,12,3,4,0,1,2,3,1,0,0,1,No
23,2,373,2,1,2,2,4,1,47,3,1,7,3,2,1223,16901,1,2,22,4,4,1,1,2,3,1,0,0,1,No
25,3,599,3,24,1,2,3,1,73,1,1,9,4,1,1118,8040,1,1,14,3,4,0,1,4,3,1,0,1,0,Yes
26,2,583,2,4,2,2,3,1,53,3,1,7,4,1,2875,9973,1,1,20,4,2,0,8,2,2,8,5,2,2,No
45,2,1449,3,2,3,3,1,2,94,1,5,4,2,1,18824,2493,2,1,16,3,1,0,26,2,3,24,10,1,11,Yes
55,1,177,2,8,1,4,4,1,37,2,4,1,2,3,13577,25592,1,1,15,3,4,1,34,3,3,33,9,15,0,No
21,3,251,2,10,2,2,1,2,45,2,1,3,3,1,2625,25308,1,2,20,4,3,0,2,2,1,2,2,2,2,Yes
46,2,168,3,4,2,3,4,2,33,2,5,4,2,2,18789,9946,2,2,14,3,3,1,26,2,3,11,4,0,8,No
34,2,131,3,2,3,3,3,2,86,3,2,8,1,1,4538,6039,0,1,12,3,4,0,4,3,3,3,2,0,2,No
51,3,237,3,9,3,2,4,1,83,3,5,4,2,3,19847,19196,4,1,24,4,1,1,31,5,2,29,10,11,10,No
59,2,1429,2,18,4,4,4,1,67,3,3,5,4,1,10512,20002,6,2,12,3,4,0,25,6,2,9,7,5,4,No
34,3,135,2,19,3,4,3,2,46,3,2,3,2,3,4444,22534,4,2,13,3,3,2,15,2,4,11,8,5,10,No
28,3,791,2,1,4,4,4,1,44,3,1,3,3,1,2154,6842,0,1,11,3,3,0,5,2,2,4,2,0,2,No
44,2,1199,2,4,2,2,3,1,92,4,5,4,1,3,19190,17477,1,2,14,3,4,2,26,4,2,25,9,14,13,No
34,3,648,1,11,3,2,3,1,56,2,2,2,2,2,4490,21833,4,2,11,3,4,2,14,5,4,10,9,1,8,No
35,2,735,2,6,1,2,3,1,66,3,1,7,3,2,3506,6020,0,1,14,3,4,0,4,3,3,3,2,2,2,No
42,2,603,2,7,4,4,2,2,78,4,2,7,2,2,2372,5628,6,1,16,3,4,0,18,2,3,1,0,0,0,No
43,2,531,3,4,4,3,4,2,56,2,3,8,4,1,10231,20364,3,2,14,3,4,0,23,3,4,21,7,15,17,No
36,2,429,2,2,4,2,3,2,53,3,2,5,2,1,5410,2323,9,1,11,3,4,0,18,2,3,16,14,5,12,No
44,2,621,2,15,3,4,1,2,73,3,3,1,4,2,7978,14075,1,2,11,3,4,1,10,2,3,10,7,0,5,Yes
28,3,193,2,2,3,2,4,1,52,2,1,3,4,2,3867,14222,1,1,12,3,2,1,2,2,3,2,2,2,2,No
51,3,968,2,6,2,4,2,2,40,2,1,3,3,1,2838,4257,0,2,14,3,2,0,8,6,2,7,0,7,7,No
30,1,879,2,9,2,4,3,2,72,3,2,5,3,1,4695,12858,7,1,18,3,3,0,10,3,3,8,4,1,7,No
29,2,806,2,7,3,6,2,2,39,3,1,3,3,3,3339,17285,3,1,13,3,1,2,10,2,3,7,7,7,7,Yes
28,2,640,2,1,3,6,4,1,84,3,1,7,1,1,2080,4732,2,2,11,3,2,0,5,2,2,3,2,1,2,No
25,2,266,2,1,3,4,4,2,40,3,1,7,2,1,2096,18830,1,2,18,3,4,0,2,3,2,2,2,2,1,No
32,2,604,3,8,3,4,3,1,56,4,2,8,4,2,6209,11693,1,2,15,3,3,2,10,4,4,10,7,0,8,No
45,3,364,2,25,3,4,2,2,83,3,5,4,2,1,18061,13035,3,2,22,4,3,0,22,4,3,0,0,0,0,No
39,2,412,2,13,4,4,3,2,94,2,4,4,2,3,17123,17334,6,1,13,3,4,2,21,4,3,19,9,15,2,No
58,2,848,2,23,4,2,1,1,88,3,1,7,3,3,2372,26076,1,2,12,3,4,2,2,3,3,2,2,2,2,No
32,2,1089,2,7,2,2,4,1,79,3,2,3,3,2,4883,22845,1,2,18,3,1,1,10,3,3,10,4,1,1,Yes
39,2,360,2,23,3,4,3,1,93,3,1,7,1,1,3904,22154,0,2,13,3,1,0,6,2,3,5,2,0,3,Yes
30,2,1138,2,6,3,6,1,2,48,2,2,3,4,2,4627,23631,0,2,12,3,1,1,10,6,3,9,2,6,7,No
36,2,325,2,10,4,6,4,2,63,3,3,1,3,2,7094,5747,3,2,12,3,1,0,10,0,3,7,7,1,7,No
46,2,991,1,1,2,2,4,2,44,3,1,2,1,1,3423,22957,6,2,12,3,3,0,10,3,4,7,6,5,7,No
28,1,1476,2,1,3,2,3,2,55,1,2,3,4,2,6674,16392,0,2,11,3,1,3,10,6,3,9,8,7,5,No
50,2,1322,2,28,3,2,4,2,43,3,4,6,1,2,16880,22422,4,1,11,3,2,0,25,2,3,3,2,1,2,No
40,2,299,3,25,4,3,4,1,57,2,3,8,2,1,9094,17235,2,1,12,3,3,0,9,2,3,5,4,1,0,Yes
52,2,1030,3,5,3,2,2,1,64,3,3,8,2,1,8446,21534,9,1,19,3,3,0,10,2,2,8,7,7,7,Yes
30,2,634,2,17,4,4,2,2,95,3,3,4,1,2,11916,25927,1,1,23,4,4,2,9,2,3,9,1,0,8,No
39,2,524,2,18,2,2,1,1,32,3,2,5,3,1,4534,13352,0,2,11,3,1,0,9,6,3,8,7,1,7,No
31,1,587,3,2,4,2,4,2,57,3,3,8,3,3,9852,8935,1,1,19,3,1,1,10,5,2,10,8,9,6,No
41,1,256,3,10,2,4,3,1,40,1,2,8,2,1,6151,22074,1,2,13,3,1,0,19,4,3,19,2,11,9,No
31,3,1060,3,1,3,2,4,2,54,3,1,9,2,1,2302,8319,1,1,11,3,1,0,3,2,4,3,2,2,2,Yes
44,2,935,2,3,3,2,1,1,89,3,1,3,1,2,2362,14669,4,2,12,3,3,0,10,4,4,3,2,1,2,Yes
42,1,495,2,2,1,2,3,1,37,3,4,4,3,2,17861,26582,0,1,13,3,4,0,21,3,2,20,8,2,10,No
55,2,282,2,2,2,4,4,2,58,1,5,4,3,2,19187,6992,4,2,14,3,4,1,23,5,3,19,9,9,11,No
56,2,206,1,8,4,2,4,1,99,3,5,4,2,1,19717,4022,6,2,14,3,1,0,36,4,3,7,3,7,7,No
40,1,458,2,16,2,2,3,1,74,3,1,7,3,3,3544,8532,9,2,16,3,2,1,6,0,3,4,2,0,0,No
34,2,943,2,9,3,2,4,1,86,3,3,1,4,3,8500,5494,0,2,11,3,4,1,10,0,2,9,7,1,6,No
40,2,523,2,2,3,2,3,1,98,3,2,7,4,1,4661,22455,1,2,13,3,3,0,9,4,3,9,8,8,8,No
41,3,1018,3,1,3,3,3,2,66,3,2,8,1,3,4103,4297,0,2,17,3,4,1,10,2,3,9,3,1,7,No
35,3,482,2,4,4,2,3,1,87,3,2,7,3,1,4249,2690,1,1,11,3,2,0,9,3,3,9,6,1,1,No
51,2,770,1,5,3,2,3,1,84,3,4,4,2,3,14026,17588,1,1,11,3,2,1,33,2,3,33,9,0,10,No
38,2,1009,3,2,2,2,2,2,31,3,2,8,1,3,6893,19461,3,2,15,3,4,1,11,3,3,7,7,1,7,No
34,2,507,3,15,2,4,3,2,66,3,2,8,1,1,6125,23553,1,2,12,3,4,0,10,6,4,10,8,9,6,No
25,2,882,2,19,1,4,4,1,67,3,1,3,4,2,3669,9075,3,2,11,3,3,3,7,6,2,3,2,1,2,No
58,2,601,2,7,4,4,3,2,53,2,3,5,1,2,10008,12023,7,1,14,3,4,0,31,0,2,10,9,5,9,Yes
40,2,329,2,1,4,2,2,1,88,3,1,3,2,2,2387,6762,3,2,22,4,3,1,7,3,3,4,2,0,3,No
36,3,607,3,7,3,3,1,2,83,4,2,8,1,2,4639,2261,2,2,16,3,4,1,17,2,2,15,7,6,13,No
48,2,855,2,4,3,2,4,1,54,3,3,5,4,1,7898,18706,1,2,11,3,3,0,11,2,3,10,9,0,8,No
27,2,1291,3,11,3,4,3,2,98,4,1,9,4,2,2534,6527,8,2,14,3,2,1,5,4,3,1,0,0,0,No
51,2,1405,2,11,2,6,4,2,82,2,4,5,2,1,13142,24439,3,2,16,3,2,0,29,1,2,5,2,0,3,No
18,1,1124,2,1,3,2,4,2,97,3,1,3,4,1,1611,19305,1,2,15,3,3,0,0,5,4,0,0,0,0,No
35,2,817,2,1,3,4,4,2,60,2,2,3,4,2,5363,10846,0,2,12,3,2,1,10,0,3,9,7,0,0,No
27,3,793,3,2,1,2,4,1,43,1,2,8,4,1,5071,20392,3,2,20,4,2,0,8,3,3,6,2,0,0,No
55,2,267,3,13,4,3,1,1,85,4,4,8,3,1,13695,9277,6,1,17,3,3,0,24,2,2,19,7,3,8,Yes
56,2,1369,2,23,3,2,4,1,68,3,4,5,2,2,13402,18235,4,1,12,3,1,1,33,0,3,19,16,15,9,No
34,1,999,2,26,1,6,1,2,92,2,1,7,3,3,2029,15891,1,2,20,4,3,3,5,2,3,5,4,0,0,No
40,2,1202,2,2,1,4,2,2,89,4,2,1,3,3,6377,13888,5,2,20,4,2,3,15,0,3,12,11,11,8,No
34,2,285,2,29,3,4,2,1,86,3,2,3,3,2,5429,17491,4,2,13,3,1,2,10,1,3,8,7,7,7,No
31,3,703,3,2,3,2,3,2,90,2,1,9,4,1,2785,11882,7,2,14,3,3,0,3,3,4,1,0,0,0,Yes
35,3,662,3,18,4,3,4,2,67,3,2,8,3,2,4614,23288,0,1,18,3,3,1,5,0,2,4,2,3,2,Yes
38,3,693,2,7,3,2,4,1,57,4,1,7,3,3,2610,15748,1,2,11,3,4,3,4,2,3,4,2,0,3,No
34,2,404,2,2,4,6,3,2,98,3,2,1,4,1,6687,6163,1,2,11,3,4,0,14,2,4,14,11,4,11,No
28,2,736,3,26,3,2,3,1,48,2,2,8,1,2,4724,24232,1,2,11,3,3,1,5,0,3,5,3,0,4,No
31,2,330,2,22,4,4,4,1,98,3,2,5,3,2,6179,21057,1,1,15,3,4,2,10,3,2,10,2,6,7,Yes
39,2,1498,3,21,4,2,1,1,44,2,2,8,4,2,6120,3567,3,1,12,3,4,2,8,2,4,5,4,1,4,No
51,3,541,3,2,3,3,2,1,52,3,3,8,2,2,10596,15395,2,2,11,3,2,0,14,5,3,4,2,3,2,No
41,3,1200,2,22,3,2,4,2,75,3,2,7,4,3,5467,13953,3,1,14,3,1,2,12,4,2,6,2,3,3,No
37,2,1439,2,4,1,2,3,1,54,3,1,7,3,2,2996,5182,7,1,15,3,4,0,8,2,3,6,4,1,3,No
33,3,1111,3,5,1,2,2,1,61,3,2,8,4,2,9998,19293,6,2,13,3,1,0,8,2,4,5,4,1,2,No
32,2,499,3,2,1,3,3,1,36,3,2,8,2,2,4078,20497,0,1,13,3,1,3,4,3,2,3,2,1,2,No
39,1,1485,2,25,2,2,3,1,71,3,3,1,3,2,10920,3449,3,2,21,4,2,1,13,2,3,6,4,0,5,No
25,2,1372,3,18,1,2,1,1,93,4,2,8,3,2,6232,12477,2,2,11,3,2,0,6,3,2,3,2,1,2,No
52,3,322,2,28,2,4,4,2,59,4,4,5,3,2,13247,9731,2,1,11,3,2,1,24,3,2,5,3,0,2,No
43,2,930,2,6,3,4,1,2,73,2,2,7,3,1,4081,20003,1,1,14,3,1,0,20,3,1,20,7,1,8,No
27,2,205,3,10,3,3,4,2,98,2,2,8,4,2,5769,7100,1,1,11,3,4,0,6,3,3,6,2,4,4,No
27,2,135,2,17,4,2,4,2,51,3,1,7,3,1,2394,25681,1,1,13,3,4,0,8,2,3,8,2,7,7,Yes
26,2,683,2,2,1,4,1,1,36,2,1,7,4,1,3904,4050,0,2,12,3,4,0,5,2,3,4,3,1,1,No
42,2,1147,1,10,3,1,3,2,31,3,4,4,1,2,16799,16616,0,2,14,3,3,1,21,5,3,20,7,0,9,No
52,2,258,2,8,4,5,3,2,54,3,1,3,1,2,2950,17363,9,2,13,3,3,0,12,2,1,5,4,0,4,No
37,2,1462,2,11,3,4,1,2,94,3,1,3,3,1,3629,19106,4,2,18,3,1,0,8,6,3,3,2,0,2,No
35,3,200,2,18,2,2,3,1,60,3,3,5,4,1,9362,19944,2,2,11,3,3,0,10,2,3,2,2,2,2,No
25,2,949,2,1,3,6,1,1,81,3,1,3,4,2,3229,4910,4,2,11,3,2,1,7,2,2,3,2,0,2,No
26,2,652,2,7,3,5,3,1,100,4,1,3,1,1,3578,23577,0,2,12,3,4,0,8,2,3,7,7,0,7,No
29,2,332,1,17,3,5,2,1,51,2,3,2,1,1,7988,9769,1,2,13,3,1,0,10,3,2,10,9,0,9,No
49,3,1475,2,28,2,2,1,1,97,2,2,3,1,1,4284,22710,3,2,20,4,1,0,20,2,3,4,3,1,3,Yes
29,3,337,2,14,1,5,3,2,84,3,3,1,4,1,7553,22930,0,1,12,3,1,0,9,1,3,8,7,7,7,Yes
54,2,971,2,1,3,4,4,2,54,3,4,6,4,1,17328,5652,6,2,19,3,4,0,29,3,2,20,7,12,7,No
58,2,1055,2,1,3,4,4,2,76,3,5,6,1,2,19701,22456,3,1,21,4,3,1,32,3,3,9,8,1,5,No
55,2,1136,2,1,4,4,2,1,81,4,4,6,4,3,14732,12414,2,2,13,3,4,2,31,4,4,7,7,0,0,No
36,2,1174,3,3,4,3,1,2,99,3,2,8,2,1,9278,20763,3,1,16,3,4,0,15,3,3,5,4,0,1,No
31,3,667,3,1,4,2,2,2,50,1,1,9,3,1,1359,16154,1,2,12,3,2,0,1,3,3,1,0,0,0,Yes
30,2,855,3,7,4,3,4,2,73,3,2,8,1,3,4779,12761,7,2,14,3,2,2,8,3,3,3,2,0,2,No
31,2,182,2,8,5,2,1,2,93,3,4,6,2,1,16422,8847,3,2,11,3,3,0,9,3,4,3,2,1,0,No
34,3,560,2,1,4,5,4,1,91,3,1,7,1,3,2996,20284,5,2,14,3,3,2,10,2,3,4,3,1,3,No
31,2,202,2,8,3,2,1,2,34,2,1,7,2,1,1261,22262,1,2,12,3,3,0,1,3,4,1,0,0,0,Yes
27,2,1377,2,11,1,2,2,1,91,3,1,3,1,2,2099,7679,0,2,14,3,2,0,6,3,4,5,0,1,4,No
36,2,172,2,4,4,2,1,1,37,2,2,3,4,1,5810,22604,1,2,16,3,3,0,10,2,2,10,4,1,8,No
36,2,329,3,16,4,3,3,2,98,2,2,8,1,2,5647,13494,4,2,13,3,1,2,11,3,2,3,2,0,2,No
47,2,465,2,1,3,6,1,1,74,3,1,7,4,2,3420,10205,7,2,12,3,3,1,17,2,2,6,5,1,2,No
25,2,383,3,9,2,2,1,1,68,2,1,9,1,2,4400,15182,3,2,12,3,1,0,6,2,3,3,2,2,2,Yes
37,1,1413,2,5,2,6,3,1,84,4,1,3,3,1,3500,25470,0,2,14,3,1,0,7,2,1,6,5,1,3,No
56,2,1255,2,1,2,2,1,2,90,3,1,7,1,2,2066,10494,2,2,22,4,4,1,5,3,4,3,2,1,0,No
47,2,359,2,2,4,4,1,2,82,3,4,6,3,2,17169,26703,3,2,19,3,2,2,26,2,4,20,17,5,6,No
24,2,1476,3,4,1,4,4,2,42,3,2,8,3,2,4162,15211,1,1,12,3,3,2,5,3,3,5,4,0,3,No
32,2,601,3,7,5,3,4,1,97,3,2,8,4,2,9204,23343,4,2,12,3,3,1,7,3,2,4,3,0,3,No
34,2,401,2,1,3,2,4,2,86,2,1,3,2,2,3294,3708,5,2,17,3,1,1,7,2,2,5,4,0,2,No
41,2,1283,2,5,5,4,2,1,90,4,1,7,3,2,2127,5561,2,1,12,3,1,0,7,5,2,4,2,0,3,No
40,1,663,2,9,4,5,3,1,81,3,2,3,3,3,3975,23099,3,2,11,3,3,2,11,2,4,8,7,0,7,No
31,2,326,3,8,2,2,1,1,31,3,3,8,4,3,10793,8386,1,2,18,3,1,1,13,5,3,13,7,9,9,No
46,2,377,3,9,3,3,1,1,52,3,3,8,4,3,10096,15986,4,2,11,3,1,1,28,1,4,7,7,4,3,Yes
39,1,592,2,2,3,2,1,2,54,2,1,3,1,1,3646,17181,2,1,23,4,2,0,11,2,4,1,0,0,0,Yes
31,3,1445,2,1,5,2,3,2,100,4,3,5,2,1,7446,8931,1,2,11,3,1,0,10,2,3,10,8,4,7,Yes
45,2,1038,2,20,3,4,2,1,95,1,3,1,1,3,10851,19863,2,1,18,3,2,1,24,2,3,7,7,0,7,No
31,2,1398,1,8,2,4,4,2,96,4,1,2,2,1,2109,24609,9,2,18,3,4,0,8,3,3,3,2,0,2,No
31,3,523,2,2,3,2,2,1,94,3,1,3,4,2,3722,21081,6,1,13,3,3,1,7,2,1,2,2,2,2,Yes
45,2,1448,2,29,3,6,2,1,55,3,3,5,4,2,9380,14720,4,1,18,3,4,2,10,4,4,3,1,1,2,No
48,2,1221,3,7,3,3,3,1,96,3,2,8,1,3,5486,24795,4,2,11,3,1,3,15,3,3,2,2,2,2,No
34,2,1107,1,9,4,6,1,2,52,3,1,2,3,2,2742,3072,1,2,15,3,4,0,2,0,3,2,2,2,2,Yes
40,1,218,2,8,1,4,4,1,55,2,3,6,2,3,13757,25178,2,2,11,3,3,1,16,5,3,9,8,4,8,No
28,2,866,3,5,3,4,4,1,84,3,2,8,1,1,8463,23490,0,2,18,3,4,0,6,4,3,5,4,1,3,No
44,1,981,2,5,3,2,3,1,90,2,1,3,3,1,3162,7973,3,2,14,3,4,0,7,5,3,5,2,0,3,No
53,2,447,2,2,3,4,4,1,39,4,4,6,2,1,16598,19764,4,2,12,3,2,0,35,2,2,9,8,8,8,No
49,2,1495,2,5,4,6,1,1,96,3,2,1,3,2,6651,21534,2,2,14,3,2,1,20,0,2,3,2,1,2,No
40,2,896,2,2,3,4,3,1,68,3,1,7,3,3,2345,8045,2,2,14,3,3,1,8,3,4,3,1,1,2,No
44,2,1467,2,20,3,2,4,1,49,3,1,7,2,1,3420,21158,1,2,13,3,3,0,6,3,2,5,2,1,3,No
33,3,430,3,7,3,4,4,1,54,3,2,8,1,2,4373,17456,0,2,14,3,1,2,5,2,3,4,3,0,3,No
34,2,1326,3,3,3,5,4,1,81,1,2,8,1,1,4759,15891,3,2,18,3,4,0,15,2,3,13,9,3,12,No
30,2,1358,3,16,1,2,4,1,96,3,2,8,3,2,5301,2939,8,2,15,3,3,2,4,2,2,2,1,2,2,No
42,3,748,2,9,2,4,1,2,74,3,1,3,4,1,3673,16458,1,2,13,3,3,0,12,3,3,12,9,5,8,No
44,3,383,3,1,5,3,1,2,79,3,2,8,3,2,4768,9282,7,2,12,3,3,1,11,4,2,1,0,0,0,No
30,1,990,2,7,3,6,3,1,64,3,1,7,3,3,1274,7152,1,2,13,3,2,2,1,2,2,1,0,0,0,No
57,2,405,2,1,2,2,2,1,93,4,2,7,3,2,4900,2721,0,2,24,4,1,1,13,2,2,12,9,2,8,No
49,2,1490,2,7,4,2,3,1,35,3,3,1,2,3,10466,20948,3,2,14,3,2,2,29,3,3,8,7,0,7,No
34,3,829,2,15,3,4,2,1,71,3,4,6,1,3,17007,11929,7,2,14,3,4,2,16,3,2,14,8,6,9,No
